t_s,omega_x,omega_y,omega_z
  0.00000000E+00,  1.00000000E-04,  1.00000000E-01,  1.00000000E-04
  1.00000000E+00,  7.02701384E-05,  1.00000017E-01,  9.82981493E-05
  2.00000000E+00,  4.09621045E-05,  1.00000028E-01,  9.71863824E-05
  3.00000000E+00,  1.18999640E-05,  1.00000033E-01,  9.66580258E-05
  4.00000000E+00, -1.70907417E-05,  1.00000032E-01,  9.67099076E-05
  5.00000000E+00, -4.61840423E-05,  1.00000026E-01,  9.73423395E-05
  6.00000000E+00, -7.55545831E-05,  1.00000014E-01,  9.85591176E-05
  7.00000000E+00, -1.05378674E-04,  9.99999963E-02,  1.00367546E-04
  8.00000000E+00, -1.35835346E-04,  9.99999718E-02,  1.02778481E-04
  9.00000000E+00, -1.67107429E-04,  9.99999403E-02,  1.05806393E-04
  1.00000000E+01, -1.99382646E-04,  9.99999008E-02,  1.09469460E-04
  1.10000000E+01, -2.32854740E-04,  9.99998526E-02,  1.13789669E-04
  1.20000000E+01, -2.67724639E-04,  9.99997944E-02,  1.18792952E-04
  1.30000000E+01, -3.04201659E-04,  9.99997249E-02,  1.24509344E-04
  1.40000000E+01, -3.42504764E-04,  9.99996423E-02,  1.30973156E-04
  1.50000000E+01, -3.82863874E-04,  9.99995447E-02,  1.38223188E-04
  1.60000000E+01, -4.25521252E-04,  9.99994298E-02,  1.46302959E-04
  1.70000000E+01, -4.70732949E-04,  9.99992947E-02,  1.55260965E-04
  1.80000000E+01, -5.18770349E-04,  9.99991363E-02,  1.65150976E-04
  1.90000000E+01, -5.69921787E-04,  9.99989506E-02,  1.76032354E-04
  2.00000000E+01, -6.24494288E-04,  9.99987333E-02,  1.87970408E-04
  2.10000000E+01, -6.82815399E-04,  9.99984792E-02,  2.01036791E-04
  2.20000000E+01, -7.45235161E-04,  9.99981821E-02,  2.15309923E-04
  2.30000000E+01, -8.12128197E-04,  9.99978348E-02,  2.30875466E-04
  2.40000000E+01, -8.83895967E-04,  9.99974291E-02,  2.47826832E-04
  2.50000000E+01, -9.60969163E-04,  9.99969551E-02,  2.66265748E-04
  2.60000000E+01, -1.04381029E-03,  9.99964015E-02,  2.86302862E-04
  2.70000000E+01, -1.13291645E-03,  9.99957549E-02,  3.08058401E-04
  2.80000000E+01, -1.22882227E-03,  9.99949999E-02,  3.31662899E-04
  2.90000000E+01, -1.33210316E-03,  9.99941182E-02,  3.57257968E-04
  3.00000000E+01, -1.44337870E-03,  9.99930886E-02,  3.84997149E-04
  3.10000000E+01, -1.56331634E-03,  9.99918865E-02,  4.15046824E-04
  3.20000000E+01, -1.69263542E-03,  9.99904828E-02,  4.47587211E-04
  3.30000000E+01, -1.83211141E-03,  9.99888439E-02,  4.82813436E-04
  3.40000000E+01, -1.98258052E-03,  9.99869304E-02,  5.20936689E-04
  3.50000000E+01, -2.14494469E-03,  9.99846962E-02,  5.62185481E-04
  3.60000000E+01, -2.32017692E-03,  9.99820877E-02,  6.06806995E-04
  3.70000000E+01, -2.50932701E-03,  9.99790421E-02,  6.55068548E-04
  3.80000000E+01, -2.71352776E-03,  9.99754862E-02,  7.07259164E-04
  3.90000000E+01, -2.93400160E-03,  9.99713347E-02,  7.63691273E-04
  4.00000000E+01, -3.17206781E-03,  9.99664877E-02,  8.24702539E-04
  4.10000000E+01, -3.42915011E-03,  9.99608288E-02,  8.90657826E-04
  4.20000000E+01, -3.70678499E-03,  9.99542220E-02,  9.61951315E-04
  4.30000000E+01, -4.00663057E-03,  9.99465087E-02,  1.03900878E-03
  4.40000000E+01, -4.33047603E-03,  9.99375037E-02,  1.12229000E-03
  4.50000000E+01, -4.68025182E-03,  9.99269908E-02,  1.21229142E-03
  4.60000000E+01, -5.05804050E-03,  9.99147177E-02,  1.30954887E-03
  4.70000000E+01, -5.46608829E-03,  9.99003900E-02,  1.41464062E-03
  4.80000000E+01, -5.90681742E-03,  9.98836640E-02,  1.52819048E-03
  4.90000000E+01, -6.38283917E-03,  9.98641389E-02,  1.65087120E-03
  5.00000000E+01, -6.89696770E-03,  9.98413469E-02,  1.78340804E-03
  5.10000000E+01, -7.45223460E-03,  9.98147424E-02,  1.92658248E-03
  5.20000000E+01, -8.05190414E-03,  9.97836888E-02,  2.08123618E-03
  5.30000000E+01, -8.69948913E-03,  9.97474440E-02,  2.24827506E-03
  5.40000000E+01, -9.39876738E-03,  9.97051425E-02,  2.42867355E-03
  5.50000000E+01, -1.01537984E-02,  9.96557755E-02,  2.62347889E-03
  5.60000000E+01, -1.09689406E-02,  9.95981671E-02,  2.83381553E-03
  5.70000000E+01, -1.18488676E-02,  9.95309477E-02,  3.06088946E-03
  5.80000000E+01, -1.27985854E-02,  9.94525220E-02,  3.30599243E-03
  5.90000000E+01, -1.38234470E-02,  9.93610330E-02,  3.57050592E-03
  6.00000000E+01, -1.49291664E-02,  9.92543198E-02,  3.85590465E-03
  6.10000000E+01, -1.61218298E-02,  9.91298697E-02,  4.16375949E-03
  6.20000000E+01, -1.74079031E-02,  9.89847628E-02,  4.49573938E-03
  6.30000000E+01, -1.87942343E-02,  9.88156086E-02,  4.85361200E-03
  6.40000000E+01, -2.02880496E-02,  9.86184737E-02,  5.23924266E-03
  6.50000000E+01, -2.18969401E-02,  9.83888002E-02,  5.65459097E-03
  6.60000000E+01, -2.36288371E-02,  9.81213129E-02,  6.10170438E-03
  6.70000000E+01, -2.54919724E-02,  9.78099155E-02,  6.58270793E-03
  6.80000000E+01, -2.74948191E-02,  9.74475754E-02,  7.09978910E-03
  6.90000000E+01, -2.96460095E-02,  9.70261962E-02,  7.65517637E-03
  7.00000000E+01, -3.19542219E-02,  9.65364791E-02,  8.25111023E-03
  7.10000000E+01, -3.44280318E-02,  9.59677745E-02,  8.88980456E-03
  7.20000000E+01, -3.70757178E-02,  9.53079261E-02,  9.57339663E-03
  7.30000000E+01, -3.99050139E-02,  9.45431114E-02,  1.03038832E-02
  7.40000000E+01, -4.29227996E-02,  9.36576862E-02,  1.10830403E-02
  7.50000000E+01, -4.61347151E-02,  9.26340400E-02,  1.19123240E-02
  7.60000000E+01, -4.95446937E-02,  9.14524770E-02,  1.27927497E-02
  7.70000000E+01, -5.31544024E-02,  9.00911372E-02,  1.37247477E-02
  7.80000000E+01, -5.69625834E-02,  8.85259815E-02,  1.47079931E-02
  7.90000000E+01, -6.09642973E-02,  8.67308651E-02,  1.57412104E-02
  8.00000000E+01, -6.51500737E-02,  8.46777338E-02,  1.68219541E-02
  8.10000000E+01, -6.95049867E-02,  8.23369776E-02,  1.79463704E-02
  8.20000000E+01, -7.40076910E-02,  7.96779839E-02,  1.91089479E-02
  8.30000000E+01, -7.86294689E-02,  7.66699272E-02,  2.03022714E-02
  8.40000000E+01, -8.33333663E-02,  7.32828313E-02,  2.15167996E-02
  8.50000000E+01, -8.80735185E-02,  6.94889216E-02,  2.27406899E-02
  8.60000000E+01, -9.27947911E-02,  6.52642666E-02,  2.39597068E-02
  8.70000000E+01, -9.74328783E-02,  6.05906716E-02,  2.51572465E-02
  8.80000000E+01, -1.01915005E-01,  5.54577421E-02,  2.63145185E-02
  8.90000000E+01, -1.06161363E-01,  4.98649844E-02,  2.74109163E-02
  9.00000000E+01, -1.10087363E-01,  4.38237577E-02,  2.84245990E-02
  9.10000000E+01, -1.13606711E-01,  3.73588480E-02,  2.93332857E-02
  9.20000000E+01, -1.16635215E-01,  3.05094162E-02,  3.01152379E-02
  9.30000000E+01, -1.19095090E-01,  2.33290876E-02,  3.07503718E-02
  9.40000000E+01, -1.20919434E-01,  1.58850142E-02,  3.12214130E-02
  9.50000000E+01, -1.22056428E-01,  8.25584234E-03,  3.15149823E-02
  9.60000000E+01, -1.22472816E-01,  5.28663370E-04,  3.16224928E-02
  9.70000000E+01, -1.22156234E-01, -7.20483412E-03,  3.15407520E-02
  9.80000000E+01, -1.21116092E-01, -1.48526622E-02,  3.12721896E-02
  9.90000000E+01, -1.19382900E-01, -2.23268611E-02,  3.08246837E-02
  1.00000000E+02, -1.17006128E-01, -2.95474312E-02,  3.02110068E-02
  1.01000000E+02, -1.14050855E-01, -3.64455077E-02,  2.94479625E-02
  1.02000000E+02, -1.10593642E-01, -4.29655391E-02,  2.85553190E-02
  1.03000000E+02, -1.06718070E-01, -4.90663741E-02,  2.75546565E-02
  1.04000000E+02, -1.02510382E-01, -5.47213033E-02,  2.64682432E-02
  1.05000000E+02, -9.80556006E-02, -5.99172161E-02,  2.53180315E-02
  1.06000000E+02, -9.34343378E-02, -6.46530975E-02,  2.41248357E-02
  1.07000000E+02, -8.87204309E-02, -6.89381130E-02,  2.29077205E-02
  1.08000000E+02, -8.39793983E-02, -7.27895169E-02,  2.16836026E-02
  1.09000000E+02, -7.92676442E-02, -7.62305739E-02,  2.04670457E-02
  1.10000000E+02, -7.46322860E-02, -7.92886368E-02,  1.92702155E-02
  1.11000000E+02, -7.01114600E-02, -8.19934679E-02,  1.81029589E-02
  1.12000000E+02, -6.57349605E-02, -8.43758456E-02,  1.69729688E-02
  1.13000000E+02, -6.15250840E-02, -8.64664638E-02,  1.58860021E-02
  1.14000000E+02, -5.74975753E-02, -8.82951068E-02,  1.48461245E-02
  1.15000000E+02, -5.36625939E-02, -8.98900663E-02,  1.38559590E-02
  1.16000000E+02, -5.00256456E-02, -9.12777621E-02,  1.29169274E-02
  1.17000000E+02, -4.65884439E-02, -9.24825277E-02,  1.20294724E-02
  1.18000000E+02, -4.33496801E-02, -9.35265211E-02,  1.11932562E-02
  1.19000000E+02, -4.03056950E-02, -9.44297303E-02,  1.04073341E-02
  1.20000000E+02, -3.74510520E-02, -9.52100440E-02,  9.67030263E-03
  1.21000000E+02, -3.47790164E-02, -9.58833667E-02,  8.98042308E-03
  1.22000000E+02, -3.22819508E-02, -9.64637606E-02,  8.33572372E-03
  1.23000000E+02, -2.99516352E-02, -9.69635999E-02,  7.73408236E-03
  1.24000000E+02, -2.77795220E-02, -9.73937307E-02,  7.17329234E-03
  1.25000000E+02, -2.57569374E-02, -9.77636271E-02,  6.65111430E-03
  1.26000000E+02, -2.38752353E-02, -9.80815414E-02,  6.16531621E-03
  1.27000000E+02, -2.21259153E-02, -9.83546436E-02,  5.71370358E-03
  1.28000000E+02, -2.05007089E-02, -9.85891506E-02,  5.29414184E-03
  1.29000000E+02, -1.89916410E-02, -9.87904434E-02,  4.90457222E-03
  1.30000000E+02, -1.75910724E-02, -9.89631722E-02,  4.54302269E-03
  1.31000000E+02, -1.62917259E-02, -9.91113504E-02,  4.20761480E-03
  1.32000000E+02, -1.50867016E-02, -9.92384382E-02,  3.89656743E-03
  1.33000000E+02, -1.39694814E-02, -9.93474160E-02,  3.60819817E-03
  1.34000000E+02, -1.29339276E-02, -9.94408485E-02,  3.34092286E-03
  1.35000000E+02, -1.19742760E-02, -9.95209416E-02,  3.09325380E-03
  1.36000000E+02, -1.10851251E-02, -9.95895912E-02,  2.86379699E-03
  1.37000000E+02, -1.02614224E-02, -9.96484260E-02,  2.65124864E-03
  1.38000000E+02, -9.49844988E-03, -9.96988447E-02,  2.45439131E-03
  1.39000000E+02, -8.79180707E-03, -9.97420477E-02,  2.27208966E-03
  1.40000000E+02, -8.13739466E-03, -9.97790653E-02,  2.10328619E-03
  1.41000000E+02, -7.53139739E-03, -9.98107812E-02,  1.94699678E-03
  1.42000000E+02, -6.97026725E-03, -9.98379533E-02,  1.80230640E-03
  1.43000000E+02, -6.45070700E-03, -9.98612316E-02,  1.66836488E-03
  1.44000000E+02, -5.96965419E-03, -9.98811735E-02,  1.54438275E-03
  1.45000000E+02, -5.52426586E-03, -9.98982565E-02,  1.42962730E-03
  1.46000000E+02, -5.11190388E-03, -9.99128902E-02,  1.32341884E-03
  1.47000000E+02, -4.73012098E-03, -9.99254254E-02,  1.22512706E-03
  1.48000000E+02, -4.37664767E-03, -9.99361628E-02,  1.13416768E-03
  1.49000000E+02, -4.04937975E-03, -9.99453602E-02,  1.04999925E-03
  1.50000000E+02, -3.74636666E-03, -9.99532382E-02,  9.72120128E-04
  1.51000000E+02, -3.46580054E-03, -9.99599861E-02,  9.00065678E-04
  1.52000000E+02, -3.20600596E-03, -9.99657659E-02,  8.33405633E-04
  1.53000000E+02, -2.96543039E-03, -9.99707165E-02,  7.71741640E-04
  1.54000000E+02, -2.74263517E-03, -9.99749567E-02,  7.14704958E-04
  1.55000000E+02, -2.53628726E-03, -9.99785885E-02,  6.61954331E-04
  1.56000000E+02, -2.34515143E-03, -9.99816992E-02,  6.13173995E-04
  1.57000000E+02, -2.16808306E-03, -9.99843635E-02,  5.68071834E-04
  1.58000000E+02, -2.00402138E-03, -9.99866454E-02,  5.26377664E-04
  1.59000000E+02, -1.85198327E-03, -9.99885999E-02,  4.87841642E-04
  1.60000000E+02, -1.71105741E-03, -9.99902738E-02,  4.52232790E-04
  1.61000000E+02, -1.58039891E-03, -9.99917075E-02,  4.19337630E-04
  1.62000000E+02, -1.45922429E-03, -9.99929353E-02,  3.88958912E-04
  1.63000000E+02, -1.34680682E-03, -9.99939869E-02,  3.60914451E-04
  1.64000000E+02, -1.24247220E-03, -9.99948874E-02,  3.35036035E-04
  1.65000000E+02, -1.14559453E-03, -9.99956586E-02,  3.11168425E-04
  1.66000000E+02, -1.05559260E-03, -9.99963190E-02,  2.89168433E-04
  1.67000000E+02, -9.71926392E-04, -9.99968845E-02,  2.68904061E-04
  1.68000000E+02, -8.94093868E-04, -9.99973686E-02,  2.50253717E-04
  1.69000000E+02, -8.21627969E-04, -9.99977831E-02,  2.33105487E-04
  1.70000000E+02, -7.54093814E-04, -9.99981378E-02,  2.17356463E-04
  1.71000000E+02, -6.91086100E-04, -9.99984413E-02,  2.02912132E-04
  1.72000000E+02, -6.32226675E-04, -9.99987010E-02,  1.89685805E-04
  1.73000000E+02, -5.77162271E-04, -9.99989229E-02,  1.77598102E-04
  1.74000000E+02, -5.25562387E-04, -9.99991126E-02,  1.66576473E-04
  1.75000000E+02, -4.77117311E-04, -9.99992745E-02,  1.56554767E-04
  1.76000000E+02, -4.31536257E-04, -9.99994126E-02,  1.47472832E-04
  1.77000000E+02, -3.88545629E-04, -9.99995301E-02,  1.39276154E-04
  1.78000000E+02, -3.47887373E-04, -9.99996299E-02,  1.31915535E-04
  1.79000000E+02, -3.09317433E-04, -9.99997144E-02,  1.25346792E-04
  1.80000000E+02, -2.72604286E-04, -9.99997856E-02,  1.19530497E-04
  1.81000000E+02, -2.37527551E-04, -9.99998453E-02,  1.14431737E-04
  1.82000000E+02, -2.03876672E-04, -9.99998948E-02,  1.10019906E-04
  1.83000000E+02, -1.71449647E-04, -9.99999353E-02,  1.06268522E-04
  1.84000000E+02, -1.40051821E-04, -9.99999680E-02,  1.03155065E-04
  1.85000000E+02, -1.09494717E-04, -9.99999934E-02,  1.00660847E-04
  1.86000000E+02, -7.95949029E-05, -1.00000012E-01,  9.87708960E-05
  1.87000000E+02, -5.01728925E-05, -1.00000025E-01,  9.74738663E-05
  1.88000000E+02, -2.10520672E-05, -1.00000032E-01,  9.67619724E-05
  1.89000000E+02,  7.94238356E-06, -1.00000033E-01,  9.66309410E-05
  1.90000000E+02,  3.69845121E-05, -1.00000029E-01,  9.70799856E-05
  1.91000000E+02,  6.62486566E-05, -1.00000019E-01,  9.81118017E-05
  1.92000000E+02,  9.59104882E-05, -1.00000003E-01,  9.97325830E-05
  1.93000000E+02,  1.26148065E-04, -9.99999803E-02,  1.01952059E-04
  1.94000000E+02,  1.57142900E-04, -9.99999510E-02,  1.04783552E-04
  1.95000000E+02,  1.89081053E-04, -9.99999142E-02,  1.08244059E-04
  1.96000000E+02,  2.22154244E-04, -9.99998688E-02,  1.12354353E-04
  1.97000000E+02,  2.56561007E-04, -9.99998139E-02,  1.17139105E-04
  1.98000000E+02,  2.92507878E-04, -9.99997481E-02,  1.22627039E-04
  1.99000000E+02,  3.30210640E-04, -9.99996699E-02,  1.28851094E-04
  2.00000000E+02,  3.69895609E-04, -9.99995773E-02,  1.35848632E-04
  2.01000000E+02,  4.11801002E-04, -9.99994681E-02,  1.43661655E-04
  2.02000000E+02,  4.56178359E-04, -9.99993397E-02,  1.52337059E-04
  2.03000000E+02,  5.03294055E-04, -9.99991890E-02,  1.61926919E-04
  2.04000000E+02,  5.53430896E-04, -9.99990124E-02,  1.72488793E-04
  2.05000000E+02,  6.06889819E-04, -9.99988056E-02,  1.84086076E-04
  2.06000000E+02,  6.63991689E-04, -9.99985637E-02,  1.96788374E-04
  2.07000000E+02,  7.25079232E-04, -9.99982809E-02,  2.10671924E-04
  2.08000000E+02,  7.90519082E-04, -9.99979502E-02,  2.25820049E-04
  2.09000000E+02,  8.60703979E-04, -9.99975639E-02,  2.42323660E-04
  2.10000000E+02,  9.36055125E-04, -9.99971126E-02,  2.60281796E-04
  2.11000000E+02,  1.01702470E-03, -9.99965855E-02,  2.79802221E-04
  2.12000000E+02,  1.10409858E-03, -9.99959698E-02,  3.01002068E-04
  2.13000000E+02,  1.19779922E-03, -9.99952508E-02,  3.24008537E-04
  2.14000000E+02,  1.29868881E-03, -9.99944112E-02,  3.48959656E-04
  2.15000000E+02,  1.40737260E-03, -9.99934308E-02,  3.76005109E-04
  2.16000000E+02,  1.52450253E-03, -9.99922860E-02,  4.05307123E-04
  2.17000000E+02,  1.65078112E-03, -9.99909493E-02,  4.37041441E-04
  2.18000000E+02,  1.78696565E-03, -9.99893886E-02,  4.71398363E-04
  2.19000000E+02,  1.93387266E-03, -9.99875663E-02,  5.08583880E-04
  2.20000000E+02,  2.09238278E-03, -9.99854387E-02,  5.48820900E-04
  2.21000000E+02,  2.26344601E-03, -9.99829546E-02,  5.92350563E-04
  2.22000000E+02,  2.44808726E-03, -9.99800542E-02,  6.39433668E-04
  2.23000000E+02,  2.64741246E-03, -9.99766680E-02,  6.90352216E-04
  2.24000000E+02,  2.86261502E-03, -9.99727144E-02,  7.45411061E-04
  2.25000000E+02,  3.09498285E-03, -9.99680985E-02,  8.04939701E-04
  2.26000000E+02,  3.34590586E-03, -9.99627094E-02,  8.69294198E-04
  2.27000000E+02,  3.61688406E-03, -9.99564177E-02,  9.38859247E-04
  2.28000000E+02,  3.90953618E-03, -9.99490721E-02,  1.01405040E-03
  2.29000000E+02,  4.22560901E-03, -9.99404964E-02,  1.09531644E-03
  2.30000000E+02,  4.56698728E-03, -9.99304846E-02,  1.18314194E-03
  2.31000000E+02,  4.93570435E-03, -9.99187964E-02,  1.27805001E-03
  2.32000000E+02,  5.33395353E-03, -9.99051515E-02,  1.38060519E-03
  2.33000000E+02,  5.76410015E-03, -9.98892225E-02,  1.49141656E-03
  2.34000000E+02,  6.22869438E-03, -9.98706275E-02,  1.61114108E-03
  2.35000000E+02,  6.73048486E-03, -9.98489211E-02,  1.74048703E-03
  2.36000000E+02,  7.27243296E-03, -9.98235834E-02,  1.88021774E-03
  2.37000000E+02,  7.85772787E-03, -9.97940082E-02,  2.03115546E-03
  2.38000000E+02,  8.48980224E-03, -9.97594883E-02,  2.19418538E-03
  2.39000000E+02,  9.17234848E-03, -9.97191992E-02,  2.37025985E-03
  2.40000000E+02,  9.90933544E-03, -9.96721796E-02,  2.56040269E-03
  2.41000000E+02,  1.07050253E-02, -9.96173092E-02,  2.76571349E-03
  2.42000000E+02,  1.15639906E-02, -9.95532826E-02,  2.98737208E-03
  2.43000000E+02,  1.24911307E-02, -9.94785794E-02,  3.22664269E-03
  2.44000000E+02,  1.34916875E-02, -9.93914294E-02,  3.48487811E-03
  2.45000000E+02,  1.45712598E-02, -9.92897725E-02,  3.76352329E-03
  2.46000000E+02,  1.57358155E-02, -9.91712126E-02,  4.06411851E-03
  2.47000000E+02,  1.69917000E-02, -9.90329647E-02,  4.38830163E-03
  2.48000000E+02,  1.83456409E-02, -9.88717940E-02,  4.73780919E-03
  2.49000000E+02,  1.98047461E-02, -9.86839468E-02,  5.11447598E-03
  2.50000000E+02,  2.13764937E-02, -9.84650717E-02,  5.52023237E-03
  2.51000000E+02,  2.30687110E-02, -9.82101304E-02,  5.95709900E-03
  2.52000000E+02,  2.48895405E-02, -9.79132976E-02,  6.42717784E-03
  2.53000000E+02,  2.68473868E-02, -9.75678493E-02,  6.93263864E-03
  2.54000000E+02,  2.89508427E-02, -9.71660390E-02,  7.47569970E-03
  2.55000000E+02,  3.12085861E-02, -9.66989630E-02,  8.05860139E-03
  2.56000000E+02,  3.36292436E-02, -9.61564141E-02,  8.68357080E-03
  2.57000000E+02,  3.62212115E-02, -9.55267287E-02,  9.35277557E-03
  2.58000000E+02,  3.89924260E-02, -9.47966269E-02,  1.00682646E-02
  2.59000000E+02,  4.19500739E-02, -9.39510557E-02,  1.08318933E-02
  2.60000000E+02,  4.51002326E-02, -9.29730392E-02,  1.16452307E-02
  2.61000000E+02,  4.84474300E-02, -9.18435500E-02,  1.25094457E-02
  2.62000000E+02,  5.19941142E-02, -9.05414163E-02,  1.34251702E-02
  2.63000000E+02,  5.57400272E-02, -8.90432830E-02,  1.43923374E-02
  2.64000000E+02,  5.96814786E-02, -8.73236551E-02,  1.54099944E-02
  2.65000000E+02,  6.38105242E-02, -8.53550506E-02,  1.64760897E-02
  2.66000000E+02,  6.81140621E-02, -8.31083010E-02,  1.75872406E-02
  2.67000000E+02,  7.25728769E-02, -8.05530365E-02,  1.87384853E-02
  2.68000000E+02,  7.71606758E-02, -7.76583977E-02,  1.99230351E-02
  2.69000000E+02,  8.18431871E-02, -7.43940084E-02,  2.11320409E-02
  2.70000000E+02,  8.65774135E-02, -7.07312353E-02,  2.23544008E-02
  2.71000000E+02,  9.13111589E-02, -6.66447411E-02,  2.35766378E-02
  2.72000000E+02,  9.59829662E-02, -6.21143043E-02,  2.47828836E-02
  2.73000000E+02,  1.00522614E-01, -5.71268415E-02,  2.59550072E-02
  2.74000000E+02,  1.04852310E-01, -5.16785136E-02,  2.70729223E-02
  2.75000000E+02,  1.08888677E-01, -4.57767479E-02,  2.81151016E-02
  2.76000000E+02,  1.12545582E-01, -3.94419578E-02,  2.90593048E-02
  2.77000000E+02,  1.15737721E-01, -3.27087148E-02,  2.98835071E-02
  2.78000000E+02,  1.18384805E-01, -2.56261316E-02,  3.05669779E-02
  2.79000000E+02,  1.20416023E-01, -1.82572606E-02,  3.10914336E-02
  2.80000000E+02,  1.21774379E-01, -1.06774064E-02,  3.14421580E-02
  2.81000000E+02,  1.22420449E-01, -2.97137970E-03,  3.16089717E-02
  2.82000000E+02,  1.22335109E-01,  4.77013042E-03,  3.15869369E-02
  2.83000000E+02,  1.21520898E-01,  1.24547558E-02,  3.13767096E-02
  2.84000000E+02,  1.20001838E-01,  1.99928147E-02,  3.09844919E-02
  2.85000000E+02,  1.17821727E-01,  2.73014116E-02,  3.04215925E-02
  2.86000000E+02,  1.15041139E-01,  3.43078834E-02,  2.97036515E-02
  2.87000000E+02,  1.11733489E-01,  4.09523095E-02,  2.88496245E-02
  2.88000000E+02,  1.07980625E-01,  4.71889440E-02,  2.78806448E-02
  2.89000000E+02,  1.03868399E-01,  5.29865749E-02,  2.68188793E-02
  2.90000000E+02,  9.94825991E-02,  5.83279377E-02,  2.56864783E-02
  2.91000000E+02,  9.49055236E-02,  6.32083939E-02,  2.45046913E-02
  2.92000000E+02,  9.02133522E-02,  6.76341190E-02,  2.32931877E-02
  2.93000000E+02,  8.54743465E-02,  7.16200441E-02,  2.20695928E-02
  2.94000000E+02,  8.07478313E-02,  7.51877550E-02,  2.08492242E-02
  2.95000000E+02,  7.60838402E-02,  7.83635087E-02,  1.96450006E-02
  2.96000000E+02,  7.15232870E-02,  8.11764720E-02,  1.84674860E-02
  2.97000000E+02,  6.70985136E-02,  8.36572351E-02,  1.73250311E-02
  2.98000000E+02,  6.28340827E-02,  8.58366202E-02,  1.62239780E-02
  2.99000000E+02,  5.87477012E-02,  8.77447723E-02,  1.51688989E-02
  3.00000000E+02,  5.48511875E-02,  8.94105036E-02,  1.41628452E-02
  3.01000000E+02,  5.11514186E-02,  9.08608547E-02,  1.32075928E-02
  3.02000000E+02,  4.76512165E-02,  9.21208321E-02,  1.23038705E-02
  3.03000000E+02,  4.43501489E-02,  9.32132834E-02,  1.14515667E-02
  3.04000000E+02,  4.12452314E-02,  9.41588760E-02,  1.06499111E-02
  3.05000000E+02,  3.83315321E-02,  9.49761502E-02,  9.89763053E-03
  3.06000000E+02,  3.56026793E-02,  9.56816221E-02,  9.19307992E-03
  3.07000000E+02,  3.30512827E-02,  9.62899189E-02,  8.53435131E-03
  3.08000000E+02,  3.06692753E-02,  9.68139300E-02,  7.91936212E-03
  3.09000000E+02,  2.84481890E-02,  9.72649664E-02,  7.34592612E-03
  3.10000000E+02,  2.63793710E-02,  9.76529187E-02,  6.81180942E-03
  3.11000000E+02,  2.44541522E-02,  9.79864087E-02,  6.31477400E-03
  3.12000000E+02,  2.26639757E-02,  9.82729336E-02,  5.85261078E-03
  3.13000000E+02,  2.10004919E-02,  9.85189976E-02,  5.42316428E-03
  3.14000000E+02,  1.94556279E-02,  9.87302336E-02,  5.02435042E-03
  3.15000000E+02,  1.80216349E-02,  9.89115115E-02,  4.65416892E-03
  3.16000000E+02,  1.66911196E-02,  9.90670363E-02,  4.31071125E-03
  3.17000000E+02,  1.54570619E-02,  9.92004343E-02,  3.99216535E-03
  3.18000000E+02,  1.43128233E-02,  9.93148297E-02,  3.69681764E-03
  3.19000000E+02,  1.32521465E-02,  9.94129120E-02,  3.42305310E-03
  3.20000000E+02,  1.22691507E-02,  9.94969947E-02,  3.16935386E-03
  3.21000000E+02,  1.13583211E-02,  9.95690666E-02,  2.93429671E-03
  3.22000000E+02,  1.05144968E-02,  9.96308364E-02,  2.71654981E-03
  3.23000000E+02,  9.73285594E-03,  9.96837717E-02,  2.51486891E-03
  3.24000000E+02,  9.00889966E-03,  9.97291322E-02,  2.32809326E-03
  3.25000000E+02,  8.33843550E-03,  9.97679992E-02,  2.15514124E-03
  3.26000000E+02,  7.71756041E-03,  9.98013001E-02,  1.99500608E-03
  3.27000000E+02,  7.14264387E-03,  9.98298307E-02,  1.84675141E-03
  3.28000000E+02,  6.61031128E-03,  9.98542731E-02,  1.70950705E-03
  3.29000000E+02,  6.11742782E-03,  9.98752124E-02,  1.58246481E-03
  3.30000000E+02,  5.66108290E-03,  9.98931501E-02,  1.46487450E-03
  3.31000000E+02,  5.23857529E-03,  9.99085159E-02,  1.35604010E-03
  3.32000000E+02,  4.84739901E-03,  9.99216784E-02,  1.25531609E-03
  3.33000000E+02,  4.48522983E-03,  9.99329532E-02,  1.16210403E-03
  3.34000000E+02,  4.14991271E-03,  9.99426109E-02,  1.07584929E-03
  3.35000000E+02,  3.83944984E-03,  9.99508834E-02,  9.96037986E-04
  3.36000000E+02,  3.55198948E-03,  9.99579691E-02,  9.22194096E-04
  3.37000000E+02,  3.28581550E-03,  9.99640383E-02,  8.53876786E-04
  3.38000000E+02,  3.03933758E-03,  9.99692367E-02,  7.90677890E-04
  3.39000000E+02,  2.81108207E-03,  9.99736893E-02,  7.32219565E-04
  3.40000000E+02,  2.59968348E-03,  9.99775030E-02,  6.78152106E-04
  3.41000000E+02,  2.40387653E-03,  9.99807694E-02,  6.28151911E-04
  3.42000000E+02,  2.22248875E-03,  9.99835671E-02,  5.81919597E-04
  3.43000000E+02,  2.05443364E-03,  9.99859634E-02,  5.39178237E-04
  3.44000000E+02,  1.89870421E-03,  9.99880157E-02,  4.99671738E-04
  3.45000000E+02,  1.75436710E-03,  9.99897735E-02,  4.63163322E-04
  3.46000000E+02,  1.62055703E-03,  9.99912789E-02,  4.29434131E-04
  3.47000000E+02,  1.49647166E-03,  9.99925683E-02,  3.98281928E-04
  3.48000000E+02,  1.38136683E-03,  9.99936726E-02,  3.69519897E-04
